studentnummer;datum;antwoord;toelichting
100203;2026-04-27;2;
100204;2026-03-16;2;
100204;2026-03-30;1;
100204;2026-04-20;2;
100204;2026-05-04;1;
100205;2026-03-09;1;
100205;2026-04-06;1;
100205;2026-04-20;1;
100205;2026-04-27;1;
100206;2026-03-16;3;Stage loopt niet lekker
100206;2026-04-13;2;
100207;2026-03-09;1;
100207;2026-03-30;1;Het loopt
100207;2026-04-13;1;
100207;2026-04-27;1;
100208;2026-03-23;1;Beetje beter
100208;2026-03-30;1;Stage gaat lekker
100208;2026-04-13;3;Ik snap de leerstof niet
100208;2026-04-27;1;Stage gaat lekker
100208;2026-05-04;1;Tentamens zijn goed gegaan
100210;2026-03-02;2;Beetje stress
100210;2026-03-09;1;Lekker bezig deze week
100210;2026-03-23;1;
100210;2026-04-06;1;
100210;2026-04-13;1;
100210;2026-04-27;1;Tentamens zijn goed gegaan
100211;2026-03-02;1;
100211;2026-04-13;2;Druk met stage
100211;2026-04-20;1;Stage gaat lekker
100211;2026-04-27;2;
100212;2026-03-09;2;
100212;2026-03-16;1;
100213;2026-03-02;2;
100213;2026-03-09;1;
100213;2026-03-16;1;
100213;2026-03-23;1;Stage gaat lekker
100213;2026-03-30;1;
100213;2026-04-27;1;Beetje beter
100214;2026-03-09;2;
100214;2026-05-04;1;
100215;2026-03-09;1;
100215;2026-03-30;1;Lekker bezig deze week
100215;2026-04-06;1;
100215;2026-05-04;1;Tentamens zijn goed gegaan
100216;2026-03-02;1;
100216;2026-04-06;2;
100216;2026-04-13;2;
100216;2026-04-27;1;Tentamens zijn goed gegaan
100217;2026-03-16;2;
100217;2026-04-13;1;Lekker bezig deze week
100217;2026-04-27;1;
100217;2026-05-04;1;
100218;2026-03-02;2;
100218;2026-03-23;1;Beetje beter
100218;2026-04-20;3;Ik snap de leerstof niet
100219;2026-03-09;1;
100219;2026-03-23;1;
100219;2026-04-13;1;Beetje beter
100219;2026-04-20;1;Tentamens zijn goed gegaan
100219;2026-04-27;1;Goed weekend gehad
100220;2026-03-02;1;
100220;2026-03-09;1;
100220;2026-03-16;1;Lekker bezig deze week
100220;2026-03-30;1;
100220;2026-05-04;1;
100221;2026-03-09;1;
100221;2026-03-16;2;
100221;2026-04-13;2;
100222;2026-03-02;3;Ik weet niet meer of ik dit wil
100222;2026-03-09;1;Beetje beter
100222;2026-03-16;1;
100222;2026-03-23;1;Het loopt
100222;2026-03-30;1;
100222;2026-05-04;1;
100223;2026-03-09;2;Moeite met plannen
100223;2026-03-16;2;Privé dingen spelen
100223;2026-03-23;2;
100223;2026-04-20;1;
100223;2026-04-27;1;Het loopt
100223;2026-05-04;1;
100224;2026-03-09;1;Beetje beter
100224;2026-03-16;2;
100224;2026-03-23;1;
100224;2026-04-27;3;Ik weet niet meer of ik dit wil
100224;2026-05-04;2;Privé dingen spelen
100225;2026-03-16;1;
100225;2026-03-23;2;Privé dingen spelen
100225;2026-04-20;1;
100225;2026-04-27;1;Beetje beter
100225;2026-05-04;1;
100226;2026-03-02;1;
100226;2026-03-16;1;
100226;2026-03-23;1;
100226;2026-04-20;1;
100226;2026-05-04;1;
100227;2026-04-06;1;Lekker bezig deze week
100227;2026-04-20;2;
100227;2026-05-04;1;
100228;2026-03-09;1;Stage gaat lekker
100228;2026-03-16;2;Veel huiswerk deze week
100228;2026-03-23;1;
100228;2026-03-30;1;
100228;2026-04-06;1;
100228;2026-04-13;3;
100228;2026-04-20;1;
100229;2026-03-09;1;
100229;2026-04-13;2;
100229;2026-04-20;1;
100229;2026-05-04;1;
100230;2026-03-23;1;
100230;2026-03-30;1;
100230;2026-04-06;1;
100230;2026-04-27;1;
100231;2026-03-30;1;
100232;2026-03-02;1;
100232;2026-03-09;1;
100232;2026-03-16;1;
100232;2026-03-23;1;
100233;2026-03-02;2;Moeite met plannen
100233;2026-03-09;1;
100233;2026-03-16;1;
100233;2026-03-30;1;
100233;2026-04-06;2;
100233;2026-04-13;1;Lekker bezig deze week
100233;2026-05-04;1;Beetje beter
100234;2026-03-02;2;
100234;2026-03-09;2;
100234;2026-03-16;1;Stage gaat lekker
100234;2026-04-27;1;
100235;2026-03-09;1;Tentamens zijn goed gegaan
100235;2026-03-23;1;
100235;2026-04-27;2;
100236;2026-03-16;1;
100236;2026-03-30;1;
100236;2026-04-06;1;Stage gaat lekker
100236;2026-04-13;1;
100236;2026-04-20;1;
100236;2026-05-04;1;
100237;2026-03-16;1;
100237;2026-03-30;1;
100237;2026-04-06;1;
100237;2026-04-27;1;
100238;2026-03-02;1;
100238;2026-03-16;1;Stage gaat lekker
100238;2026-03-30;1;Goed weekend gehad
100238;2026-04-20;2;
100238;2026-04-27;1;Tentamens zijn goed gegaan
100238;2026-05-04;2;Toetsen stapelen op
100239;2026-03-02;1;Tentamens zijn goed gegaan
100239;2026-03-30;1;Goed weekend gehad
100239;2026-04-13;1;Tentamens zijn goed gegaan
100239;2026-05-04;1;Stage gaat lekker
100240;2026-03-09;2;
100240;2026-03-30;1;
100240;2026-05-04;3;
100241;2026-03-09;3;
100241;2026-03-16;1;Tentamens zijn goed gegaan
100241;2026-03-23;1;Het loopt
100241;2026-04-13;1;Goed weekend gehad
100241;2026-04-20;3;
100241;2026-04-27;1;
100242;2026-03-09;3;
100242;2026-03-30;1;
100242;2026-04-20;2;Slechte nachtrust
100242;2026-05-04;1;Lekker bezig deze week
100243;2026-03-23;1;
100243;2026-04-13;2;Veel huiswerk deze week
100243;2026-04-27;1;
100244;2026-03-02;1;
100244;2026-03-09;1;
100244;2026-03-23;2;
100244;2026-03-30;1;Goed weekend gehad
100244;2026-04-27;3;
100244;2026-05-04;2;Slechte nachtrust
100245;2026-03-16;1;Goed weekend gehad
100245;2026-04-06;2;
100245;2026-04-13;1;Het loopt
100246;2026-03-02;2;
100246;2026-03-23;1;
100246;2026-04-20;3;
100247;2026-03-02;1;Stage gaat lekker
100247;2026-04-06;1;Beetje beter
100247;2026-04-20;1;
100247;2026-05-04;1;
100248;2026-03-02;2;
100248;2026-03-09;1;
100248;2026-03-16;1;Tentamens zijn goed gegaan
100248;2026-04-06;1;Tentamens zijn goed gegaan
100248;2026-04-13;1;
100248;2026-04-20;1;
100249;2026-03-02;3;Conflict met stagebegeleider
100249;2026-03-16;3;Veel privé gedoe
100249;2026-03-23;2;
100249;2026-03-30;3;Stage loopt niet lekker
100249;2026-04-27;2;
100250;2026-03-02;2;Moeite met plannen
100250;2026-03-16;2;
100250;2026-03-23;1;Lekker bezig deze week
100250;2026-03-30;1;
100250;2026-04-06;1;Stage gaat lekker
100250;2026-04-20;2;Privé dingen spelen
100251;2026-03-09;2;
100251;2026-03-16;1;
100251;2026-04-27;1;
100252;2026-04-06;1;
100252;2026-04-20;1;Het loopt
100252;2026-04-27;1;Lekker bezig deze week
100253;2026-03-02;1;
100253;2026-03-16;1;
100253;2026-04-13;1;
100253;2026-05-04;1;
100254;2026-03-02;1;
100254;2026-03-23;1;
100254;2026-03-30;1;
100254;2026-04-06;1;Beetje beter
100254;2026-04-20;1;
100254;2026-05-04;2;
100255;2026-03-16;2;
100255;2026-05-04;2;
100256;2026-03-23;1;Beetje beter
100256;2026-03-30;1;
100256;2026-04-06;3;Stage loopt niet lekker
100256;2026-04-20;1;
100256;2026-05-04;1;
100257;2026-03-09;2;
100257;2026-03-23;1;
100257;2026-04-13;1;Beetje beter
100257;2026-04-20;1;
100257;2026-05-04;1;
100258;2026-03-02;1;Stage gaat lekker
100258;2026-03-16;2;
100258;2026-04-06;1;
100258;2026-04-27;2;
100259;2026-03-09;2;
100259;2026-03-16;1;
100259;2026-03-30;1;
100259;2026-04-06;1;Het loopt
100259;2026-04-13;1;Stage gaat lekker
100259;2026-04-20;2;
100260;2026-03-09;2;
100260;2026-04-06;1;
100260;2026-04-13;1;Goed weekend gehad
100260;2026-04-20;1;
100260;2026-05-04;1;
100261;2026-04-06;2;
100262;2026-03-02;2;
100262;2026-03-16;1;
100262;2026-04-13;1;
100262;2026-05-04;1;
100263;2026-03-16;1;
100263;2026-04-06;1;
100263;2026-04-20;2;
100263;2026-05-04;1;
100264;2026-03-09;3;Ik weet niet meer of ik dit wil
100264;2026-04-27;1;Tentamens zijn goed gegaan
100264;2026-05-04;2;
100265;2026-03-02;2;Niet helemaal lekker
100265;2026-03-09;1;
100265;2026-03-16;1;Stage gaat lekker
100265;2026-04-20;1;Het loopt
100267;2026-03-02;3;
100267;2026-03-16;1;
100267;2026-03-30;1;
100267;2026-04-06;1;
100267;2026-04-20;1;Goed weekend gehad
100267;2026-04-27;1;
100267;2026-05-04;2;
100268;2026-04-06;1;
100268;2026-05-04;1;Tentamens zijn goed gegaan
100269;2026-03-02;1;
100269;2026-03-09;1;
100269;2026-03-23;3;
100269;2026-04-06;1;
100269;2026-04-20;1;Goed weekend gehad
100269;2026-04-27;2;
100270;2026-04-13;2;Privé dingen spelen
100271;2026-03-09;2;Privé dingen spelen
100271;2026-03-23;1;
100271;2026-03-30;1;
100271;2026-04-13;1;
100272;2026-03-02;1;
100272;2026-03-09;1;
100272;2026-03-30;1;Stage gaat lekker
100272;2026-04-06;1;Lekker bezig deze week
100272;2026-04-13;1;
100272;2026-04-20;1;Goed weekend gehad
100273;2026-03-02;1;
100273;2026-03-09;1;
100273;2026-03-16;1;
100273;2026-03-30;1;
100273;2026-05-04;3;
100274;2026-03-16;1;
100274;2026-03-23;1;
100274;2026-03-30;2;
100274;2026-04-06;1;
100274;2026-04-13;1;
100275;2026-03-02;1;Goed weekend gehad
100275;2026-03-09;1;Beetje beter
100275;2026-04-06;1;
100275;2026-04-20;1;
100275;2026-04-27;1;
100276;2026-03-16;2;Slechte nachtrust
100276;2026-04-27;1;
100276;2026-05-04;1;Beetje beter
100277;2026-03-02;1;
100277;2026-03-09;1;
100277;2026-03-16;1;
100277;2026-03-23;1;Lekker bezig deze week
100277;2026-03-30;1;Beetje beter
100277;2026-04-13;1;
100277;2026-05-04;1;
100278;2026-03-02;1;
100278;2026-03-09;1;
100278;2026-03-23;1;
100278;2026-03-30;1;
100278;2026-04-06;1;
100278;2026-04-13;1;
100278;2026-04-20;1;Goed weekend gehad
100278;2026-04-27;1;Beetje beter
100279;2026-03-09;1;
100279;2026-03-16;1;
100279;2026-03-30;1;
100279;2026-04-06;1;
100279;2026-04-13;1;Tentamens zijn goed gegaan
100279;2026-04-20;1;
100280;2026-03-02;1;
100280;2026-03-09;3;Stage loopt niet lekker
100280;2026-03-30;1;
100280;2026-04-20;1;
100280;2026-05-04;1;
100281;2026-03-02;1;
100281;2026-03-09;1;Tentamens zijn goed gegaan
100281;2026-03-16;2;
100281;2026-03-30;1;
100281;2026-05-04;1;
100282;2026-03-09;2;
100282;2026-03-16;3;
100282;2026-04-13;2;
100282;2026-04-20;1;
100282;2026-04-27;1;
100283;2026-03-16;1;Het loopt
100283;2026-04-06;1;
100283;2026-04-20;1;Het loopt
100283;2026-04-27;1;Goed weekend gehad
100284;2026-03-02;1;Beetje beter
100284;2026-03-30;1;
100284;2026-04-06;2;
100284;2026-04-13;1;Goed weekend gehad
100284;2026-04-27;1;
100285;2026-03-09;1;Het loopt
100286;2026-03-09;3;
100286;2026-03-16;2;
100286;2026-03-23;2;
100286;2026-04-13;1;
100286;2026-04-20;2;Toetsen stapelen op
100287;2026-03-16;1;
100287;2026-03-23;2;
100287;2026-04-13;1;
100287;2026-04-20;1;
100287;2026-04-27;2;
100287;2026-05-04;1;
100288;2026-03-02;2;
100288;2026-03-09;3;
100288;2026-04-13;1;
100288;2026-04-27;1;
100288;2026-05-04;1;
100289;2026-03-02;1;
100289;2026-03-09;1;
100289;2026-03-16;1;Beetje beter
100289;2026-04-06;1;
100289;2026-04-13;1;
100290;2026-03-23;1;
100290;2026-03-30;3;Nog steeds moeilijk
100290;2026-04-06;1;
100290;2026-04-13;1;Tentamens zijn goed gegaan
100291;2026-03-02;3;
100291;2026-03-23;3;
100291;2026-04-13;3;
100291;2026-05-04;3;Echt te veel allemaal
100292;2026-03-09;1;
100292;2026-04-06;1;
100292;2026-04-20;1;
100292;2026-05-04;3;
100293;2026-03-16;1;
100293;2026-03-23;2;
100294;2026-03-02;2;Moeite met plannen
100294;2026-03-23;1;
100295;2026-03-02;2;
100295;2026-03-09;1;
100295;2026-03-23;1;
100295;2026-03-30;3;
100295;2026-04-20;1;Het loopt
100295;2026-04-27;3;Nog steeds moeilijk
100296;2026-03-02;3;
100296;2026-03-09;3;
100296;2026-03-16;1;
100296;2026-04-06;1;
100296;2026-04-13;1;Lekker bezig deze week
100296;2026-04-27;2;
100296;2026-05-04;1;
100297;2026-03-16;1;
100297;2026-03-23;1;Lekker bezig deze week
100297;2026-03-30;1;
100297;2026-04-06;1;Tentamens zijn goed gegaan
100297;2026-04-20;1;Lekker bezig deze week
100298;2026-04-06;2;
100298;2026-04-27;3;
100299;2026-03-16;2;
100299;2026-03-23;2;Veel huiswerk deze week
100299;2026-04-06;1;
100299;2026-04-13;2;
100299;2026-04-20;1;Beetje beter
100299;2026-04-27;1;
100300;2026-03-02;2;
100300;2026-03-23;1;
100300;2026-03-30;3;
100300;2026-04-06;1;Lekker bezig deze week
100300;2026-04-20;1;
100300;2026-05-04;1;
100301;2026-03-02;2;
100301;2026-03-09;2;Privé dingen spelen
100301;2026-03-30;1;
100301;2026-04-06;1;
100301;2026-04-13;2;
100301;2026-04-27;1;
100301;2026-05-04;2;Druk met stage
100302;2026-03-02;1;
100302;2026-03-16;1;Beetje beter
100302;2026-03-23;1;
100302;2026-04-27;1;Tentamens zijn goed gegaan
100302;2026-05-04;2;
100303;2026-03-02;1;
100303;2026-03-09;1;
100303;2026-03-30;1;Goed weekend gehad
100303;2026-04-13;1;
100303;2026-04-20;2;Niet helemaal lekker
100303;2026-05-04;2;
100304;2026-03-09;1;
100304;2026-03-16;1;Lekker bezig deze week
100304;2026-03-30;2;
100304;2026-04-20;1;
100305;2026-03-02;2;Slechte nachtrust
100305;2026-05-04;1;Het loopt
100306;2026-03-02;2;Veel huiswerk deze week
100306;2026-03-09;1;
100306;2026-03-16;2;Beetje stress
100306;2026-03-23;1;Beetje beter
100306;2026-04-20;1;
100307;2026-03-02;1;
100307;2026-03-09;1;
100307;2026-03-16;2;Toetsen stapelen op
100307;2026-03-30;1;Beetje beter
100307;2026-04-06;1;Beetje beter
100307;2026-04-20;1;
100308;2026-03-09;2;Druk met stage
100308;2026-04-06;2;
100309;2026-03-09;1;
100309;2026-03-23;1;
100309;2026-04-06;1;Lekker bezig deze week
100310;2026-03-16;2;
100310;2026-03-23;1;
100310;2026-04-27;1;
100310;2026-05-04;1;
100311;2026-03-16;1;Het loopt
100311;2026-04-13;1;
100311;2026-04-20;1;
100311;2026-05-04;1;
100312;2026-03-02;1;
100312;2026-03-16;1;Beetje beter
100312;2026-03-30;1;
100312;2026-04-06;1;Goed weekend gehad
100312;2026-04-13;1;
100312;2026-04-20;2;
100312;2026-04-27;1;
100312;2026-05-04;2;
100313;2026-03-23;1;
100313;2026-05-04;1;
100314;2026-03-16;2;
100314;2026-03-23;2;
100314;2026-03-30;2;
100314;2026-04-13;1;Tentamens zijn goed gegaan
100314;2026-04-20;1;
100314;2026-05-04;2;
100315;2026-03-02;1;
100315;2026-03-09;1;
100315;2026-03-16;1;Tentamens zijn goed gegaan
100315;2026-03-23;1;
100315;2026-03-30;3;
100315;2026-04-13;1;
100316;2026-03-02;1;
100316;2026-03-16;1;
100316;2026-04-13;1;
100316;2026-04-20;1;
100316;2026-05-04;1;
100317;2026-03-02;1;
100317;2026-03-30;1;
100317;2026-04-06;1;
100317;2026-04-27;1;
100318;2026-03-23;1;
100318;2026-03-30;2;
100318;2026-04-13;1;Lekker bezig deze week
100318;2026-04-20;2;
100318;2026-04-27;2;Toetsen stapelen op
100318;2026-05-04;1;
100319;2026-03-30;1;
100319;2026-04-20;1;
100320;2026-03-09;1;Het loopt
100320;2026-03-23;1;Tentamens zijn goed gegaan
100320;2026-04-13;2;
100320;2026-04-27;1;
100320;2026-05-04;1;
100321;2026-03-02;1;
100321;2026-03-23;2;Niet helemaal lekker
100321;2026-04-06;2;
100321;2026-04-20;1;
100321;2026-04-27;2;Niet helemaal lekker
100321;2026-05-04;1;
100322;2026-03-02;2;
100322;2026-03-16;2;Druk met stage
100322;2026-04-27;1;
100322;2026-05-04;2;
100323;2026-03-16;2;
100323;2026-03-23;3;
100323;2026-04-06;1;
100323;2026-04-13;1;Lekker bezig deze week
100324;2026-03-02;2;Beetje stress
100324;2026-03-16;1;
100324;2026-04-27;3;
100324;2026-05-04;1;
100325;2026-03-02;1;
100325;2026-04-06;1;
100325;2026-04-13;1;
100325;2026-04-27;2;
100326;2026-03-02;1;
100326;2026-04-13;2;
100327;2026-03-23;1;Stage gaat lekker
100327;2026-03-30;1;
100327;2026-04-20;1;
100328;2026-03-09;2;
100328;2026-03-23;2;
100328;2026-03-30;1;Lekker bezig deze week
100328;2026-04-06;1;
100328;2026-05-04;1;
100329;2026-03-16;1;
100329;2026-03-23;3;Ik weet niet meer of ik dit wil
100329;2026-04-13;1;Goed weekend gehad
100330;2026-03-02;1;
100330;2026-03-16;3;Conflict met stagebegeleider
100330;2026-03-23;1;
100330;2026-04-06;1;Lekker bezig deze week
100330;2026-04-13;1;
100330;2026-04-27;1;
100331;2026-03-02;1;
100331;2026-03-23;1;Lekker bezig deze week
100331;2026-05-04;1;
100332;2026-03-02;1;
100332;2026-03-16;2;
100332;2026-03-23;3;Veel privé gedoe
100332;2026-04-13;2;
100333;2026-03-16;1;
100333;2026-03-30;2;
100333;2026-04-13;1;
100333;2026-05-04;1;Het loopt
100334;2026-03-23;1;
100334;2026-03-30;3;
100334;2026-04-06;1;
100334;2026-04-13;1;Het loopt
100335;2026-03-09;1;
100335;2026-04-13;2;
100335;2026-04-20;1;
100335;2026-04-27;1;
100336;2026-03-02;3;
100336;2026-04-06;1;
100336;2026-04-20;1;
100336;2026-04-27;1;
100337;2026-03-02;1;
100337;2026-03-09;2;
100337;2026-03-16;2;Moeite met plannen
100337;2026-03-23;1;Goed weekend gehad
100337;2026-03-30;1;Stage gaat lekker
100337;2026-04-06;1;
100337;2026-04-27;1;
100338;2026-03-09;1;Lekker bezig deze week
100338;2026-03-23;2;
100338;2026-04-20;1;Goed weekend gehad
100338;2026-04-27;1;Tentamens zijn goed gegaan
100339;2026-03-09;1;
100339;2026-03-16;3;
100339;2026-03-23;1;Goed weekend gehad
100340;2026-03-16;1;
100340;2026-03-23;1;
100340;2026-04-06;1;
100341;2026-03-16;1;Tentamens zijn goed gegaan
100341;2026-03-23;1;
100341;2026-03-30;1;
100341;2026-04-20;2;
100341;2026-04-27;1;
100341;2026-05-04;1;
100342;2026-03-02;1;
100342;2026-03-09;2;
100342;2026-03-16;1;Beetje beter
100342;2026-03-23;1;
100343;2026-03-09;1;
100343;2026-03-16;1;
100343;2026-03-30;1;Goed weekend gehad
100343;2026-04-06;1;Tentamens zijn goed gegaan
100343;2026-04-13;2;Moeite met plannen
100343;2026-05-04;1;
100344;2026-03-30;1;
100345;2026-03-02;1;
100345;2026-03-23;1;Lekker bezig deze week
100345;2026-04-06;1;
100345;2026-04-13;1;Tentamens zijn goed gegaan
100346;2026-03-02;1;
100346;2026-03-16;1;
100347;2026-03-02;1;
100347;2026-03-09;1;Stage gaat lekker
100347;2026-03-23;2;
100347;2026-03-30;1;
100347;2026-04-06;1;Beetje beter
100347;2026-04-13;1;
100347;2026-04-27;1;Het loopt
100347;2026-05-04;1;
100348;2026-03-16;1;
100348;2026-03-23;1;
100348;2026-04-27;1;
100348;2026-05-04;1;
100349;2026-03-02;2;Privé dingen spelen
100349;2026-03-09;2;
100349;2026-03-16;1;
100349;2026-04-06;1;
100349;2026-04-27;1;
100350;2026-04-06;1;
100350;2026-04-20;2;Moeite met plannen
100350;2026-05-04;2;Toetsen stapelen op
100351;2026-03-30;1;
100351;2026-04-06;1;Tentamens zijn goed gegaan
100351;2026-04-20;1;
100351;2026-05-04;2;
100352;2026-03-23;1;
100352;2026-04-13;1;
100352;2026-05-04;2;
100353;2026-03-02;2;
100353;2026-04-06;2;
100353;2026-05-04;1;
100354;2026-03-16;1;
100354;2026-03-23;1;
100354;2026-04-06;1;
100354;2026-04-20;2;
100354;2026-05-04;1;Stage gaat lekker
100355;2026-03-16;1;
100356;2026-03-09;1;
100356;2026-03-23;1;
100356;2026-04-06;1;
100356;2026-04-20;1;
100357;2026-03-09;1;
100357;2026-03-16;1;
100357;2026-03-23;1;
100357;2026-04-20;1;
100357;2026-04-27;1;
100358;2026-03-02;1;
100358;2026-03-09;2;
100358;2026-03-23;1;Lekker bezig deze week
100358;2026-03-30;1;
100358;2026-04-13;1;
100358;2026-04-20;1;
100358;2026-04-27;3;
100359;2026-03-02;1;
100359;2026-05-04;1;
100360;2026-04-27;1;
100360;2026-05-04;2;
100361;2026-04-13;1;Stage gaat lekker
100362;2026-03-02;1;Stage gaat lekker
100362;2026-03-30;1;
100362;2026-04-20;1;
100362;2026-05-04;1;
100363;2026-03-09;1;
100363;2026-03-16;1;
100363;2026-03-23;2;
100363;2026-03-30;1;Lekker bezig deze week
100363;2026-04-06;3;Stage loopt niet lekker
100363;2026-04-13;3;
100363;2026-04-20;1;
100363;2026-05-04;1;Beetje beter
100364;2026-03-02;1;Het loopt
100364;2026-03-30;1;
100364;2026-04-06;2;
100364;2026-04-13;1;
100364;2026-04-27;1;
100364;2026-05-04;1;
100365;2026-03-16;2;Slechte nachtrust
100365;2026-04-06;1;
100365;2026-04-13;3;Conflict met stagebegeleider
100365;2026-04-20;1;
100365;2026-04-27;2;
100366;2026-04-06;1;
100366;2026-05-04;1;Het loopt
100367;2026-04-06;1;Stage gaat lekker
100367;2026-04-13;2;
100367;2026-04-27;3;
100367;2026-05-04;1;
100368;2026-03-09;1;Lekker bezig deze week
100368;2026-03-16;1;
100368;2026-03-30;1;
100368;2026-04-06;2;
100368;2026-04-27;1;
100369;2026-03-09;1;
100369;2026-03-16;1;
100369;2026-03-23;3;
100369;2026-04-06;1;
100369;2026-04-13;3;
100369;2026-04-27;2;
100370;2026-03-09;1;
100370;2026-03-30;2;Niet helemaal lekker
100370;2026-04-20;3;
100370;2026-04-27;2;
100371;2026-03-23;1;
100371;2026-04-06;1;Goed weekend gehad
100371;2026-04-20;1;
100371;2026-04-27;2;
100372;2026-03-23;1;Het loopt
100372;2026-04-13;1;
100372;2026-04-20;1;Tentamens zijn goed gegaan
100372;2026-05-04;1;
100373;2026-03-02;2;
100373;2026-03-09;1;Goed weekend gehad
100373;2026-03-16;2;
100373;2026-03-23;2;Moeite met plannen
100373;2026-04-06;3;
100373;2026-04-13;3;
100373;2026-04-20;1;
100373;2026-04-27;1;
100374;2026-03-30;1;Stage gaat lekker
100374;2026-04-13;2;
100374;2026-05-04;1;
100375;2026-03-09;1;
100375;2026-03-16;1;
100375;2026-03-23;2;
100375;2026-04-06;1;
100375;2026-04-13;1;Het loopt
100375;2026-05-04;1;
100376;2026-03-02;1;
100376;2026-03-16;1;
100376;2026-04-06;1;
100376;2026-04-20;1;Het loopt
100376;2026-05-04;1;
100377;2026-03-09;1;
100377;2026-03-16;1;
100377;2026-04-06;1;
100377;2026-04-27;1;Het loopt
100378;2026-03-09;1;Stage gaat lekker
100378;2026-03-16;1;
100378;2026-03-23;2;
100378;2026-03-30;1;Tentamens zijn goed gegaan
100378;2026-04-06;2;Veel huiswerk deze week
100378;2026-04-13;3;
100378;2026-04-20;3;Nog steeds moeilijk
100378;2026-05-04;1;
100379;2026-03-02;2;
100379;2026-03-09;1;
100379;2026-03-30;1;
100379;2026-04-13;1;
100380;2026-03-16;1;
100380;2026-03-30;1;
100380;2026-05-04;1;
100381;2026-03-09;1;
100381;2026-03-16;1;Het loopt
100381;2026-03-30;1;
100381;2026-04-20;1;
100382;2026-03-02;1;
100382;2026-03-09;1;
100382;2026-03-16;1;Het loopt
100382;2026-03-30;1;
100382;2026-04-20;1;Beetje beter
100382;2026-04-27;1;Beetje beter
100383;2026-03-09;1;
100383;2026-03-30;1;Tentamens zijn goed gegaan
100383;2026-04-13;1;
100383;2026-04-27;1;Het loopt
100383;2026-05-04;1;Beetje beter
100384;2026-03-23;1;
100384;2026-03-30;1;Tentamens zijn goed gegaan
100384;2026-05-04;1;
100385;2026-03-02;3;
100385;2026-03-16;1;
100385;2026-03-23;2;
100385;2026-03-30;1;
100385;2026-04-06;2;Toetsen stapelen op
100385;2026-04-20;2;Slechte nachtrust
100385;2026-04-27;2;
100385;2026-05-04;1;
100386;2026-03-02;1;
100386;2026-03-23;1;
100386;2026-03-30;1;
100387;2026-03-09;1;
100387;2026-03-16;3;
100387;2026-03-30;1;
100387;2026-04-06;2;
100387;2026-04-13;1;
100387;2026-04-20;1;
100387;2026-04-27;1;
100387;2026-05-04;1;
100388;2026-03-02;1;
100388;2026-03-23;1;Beetje beter
100389;2026-03-02;1;Het loopt
100389;2026-03-16;1;
100389;2026-03-23;1;
100389;2026-03-30;2;
100389;2026-04-06;2;
100389;2026-04-20;1;
100390;2026-03-09;1;
100390;2026-03-16;1;Stage gaat lekker
100390;2026-03-23;1;
100390;2026-04-13;1;
100390;2026-05-04;1;Beetje beter
100391;2026-03-16;1;Tentamens zijn goed gegaan
100391;2026-03-23;1;Lekker bezig deze week
100391;2026-03-30;2;
100391;2026-04-06;1;Goed weekend gehad
100391;2026-04-13;1;
100391;2026-04-20;1;
100391;2026-04-27;1;Beetje beter
100392;2026-03-02;1;Het loopt
100392;2026-03-16;1;
100392;2026-04-13;1;
100392;2026-05-04;1;Beetje beter
100393;2026-03-02;1;
100393;2026-03-09;1;Beetje beter
100393;2026-03-23;1;
100393;2026-03-30;1;
100393;2026-04-13;3;Veel privé gedoe
100393;2026-04-27;1;
100393;2026-05-04;1;Goed weekend gehad
100394;2026-04-20;1;Lekker bezig deze week
100394;2026-04-27;2;
100394;2026-05-04;1;
100395;2026-03-09;1;
100395;2026-03-16;1;
100395;2026-04-13;1;
100395;2026-04-20;2;
100395;2026-05-04;1;
100396;2026-03-23;2;Toetsen stapelen op
100396;2026-03-30;1;
100396;2026-04-06;1;Beetje beter
100396;2026-04-13;1;Goed weekend gehad
100396;2026-04-20;1;
100396;2026-04-27;1;
100397;2026-03-02;2;Beetje stress
100397;2026-03-09;1;
100397;2026-03-23;1;
100397;2026-04-13;1;
100397;2026-04-20;1;
100398;2026-03-09;2;
100398;2026-03-16;1;
100398;2026-03-30;1;
100398;2026-04-13;1;
100398;2026-04-27;1;
100398;2026-05-04;3;
100399;2026-03-02;2;
100399;2026-03-09;1;Het loopt
100399;2026-03-16;1;
100399;2026-03-23;1;
100399;2026-03-30;1;
100399;2026-04-06;1;
100399;2026-04-20;3;
100399;2026-04-27;1;
100399;2026-05-04;1;
100400;2026-03-02;1;
100400;2026-03-09;1;
100400;2026-04-06;2;Moeite met plannen
100400;2026-04-20;3;Stage loopt niet lekker
100400;2026-04-27;1;
100400;2026-05-04;1;
100401;2026-03-02;1;
100401;2026-03-16;2;
100401;2026-03-30;1;
100401;2026-04-06;1;
100401;2026-04-20;1;Tentamens zijn goed gegaan
100401;2026-05-04;1;
100402;2026-03-09;1;
100402;2026-03-16;1;
100402;2026-04-06;1;
100402;2026-04-20;1;
100402;2026-04-27;1;
100403;2026-03-16;1;
100403;2026-03-23;1;
100403;2026-04-20;1;
100403;2026-05-04;1;
100404;2026-03-02;1;
100404;2026-03-23;1;
100404;2026-03-30;1;
100404;2026-04-27;2;
100404;2026-05-04;1;Het loopt
100405;2026-03-09;1;
100405;2026-03-16;1;
100405;2026-03-23;1;
100405;2026-04-06;1;
100405;2026-04-27;1;Stage gaat lekker
100405;2026-05-04;1;
100406;2026-03-16;1;
